Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
GSTZ1;2954;14;NC_000014.9;77320887;77331597;plus;12
GSX1;219409;13;NC_000013.11;27792643;27793952;plus;2
GSX2;170825;4;NC_000004.12;54100081;54101955;plus;2
GTDC1;79712;2;NC_000002.12;143945045;144333069;minus;35
GTF2A1;2957;14;NC_000014.9;81175452;81221231;minus;11
GTF2A1L;11036;2;NC_000002.12;48617780;48679609;plus;9
GTF2A2;2958;15;NC_000015.10;59638062;59657541;minus;7
GTF2B;2959;1;NC_000001.11;88852638;88891944;minus;8
GTF2E1;2960;3;NC_000003.12;120742711;120783134;plus;7
GTF2E2;2961;8;NC_000008.11;30578318;30658241;minus;13
GTF2F1;2962;19;NC_000019.10;6379569;6393280;minus;12
GTF2F2;2963;13;NC_000013.11;45119830;45284105;plus;12
GTF2F2P1;2964;4;NC_000004.12;147506089;147507227;plus;0
GTF2F2P2;728633;1;NC_000001.11;40593633;40594323;minus;0
GTF2H1;2965;11;NC_000011.10;18322269;18367043;plus;18
GTF2H2;2966;5;NC_000005.10;71035124;71109113;minus;19
GTF2H2B;653238;5;NC_000005.10;70415370;70450362;plus;15
GTF2H2C;728340;5;NC_000005.10;69560136;69592532;plus;18
GTF2H3;2967;12;NC_000012.12;123633739;123662604;plus;13
GTF2H4;2968;6;NC_000006.12;30908200;30914103;plus;14
GTF2H5;404672;6;NC_000006.12;158168316;158199344;plus;3
GTF2I;2969;7;NC_000007.14;74657665;74760692;plus;35
GTF2IP1;2970;7;NC_000007.14;75185383;75237705;minus;24
GTF2IP10;107403151;1;NC_000001.11;164689;164792;plus;0
GTF2IP11;106480346;11;NC_000011.10;50100892;50102898;minus;0
GTF2IP12;101926918;4;NC_000004.12;119449570;119454628;minus;2
GTF2IP13;101929008;7;NC_000007.14;45769103;45805139;plus;20
GTF2IP14;106481735;7;NC_000007.14;65084103;65100232;plus;0
GTF2IP15;107403154;11;NC_000011.10;50315415;50315603;plus;0
GTF2IP17;107403156;17;NC_000017.11;97695;97798;plus;0
GTF2IP19;107403157;19;NC_000019.10;230062;230165;plus;0
GTF2IP2;338448;21;NC_000021.9;13443352;13462471;minus;0
GTF2IP20;441124;1;NC_000001.11;223951266;223992644;minus;11
GTF2IP22;106480347;14;NC_000014.9;20173632;20173813;minus;0
GTF2IP23;101929580;7;NC_000007.14;66847450;66884273;plus;7
GTF2IP3;645686;13;NC_000013.11;19026001;19032626;minus;0
GTF2IP4;100093631;7;NC_000007.14;73154924;73207296;plus;24
GTF2IP5;100420546;7;NC_000007.14;65773620;65802092;plus;0
GTF2IP6;101927390;17;NC_000017.11;27024270;27047984;minus;0
GTF2IP7;101927126;7;NC_000007.14;76092063;76108762;minus;6
GTF2IP8;101927717;18;NC_000018.10;14642719;14706605;plus;0
GTF2IP9;106481734;7;NC_000007.14;66407288;66409239;minus;0
GTF2IRD1;9569;7;NC_000007.14;74453790;74603070;plus;28
GTF2IRD1P1;729156;7;NC_000007.14;66809993;66844826;minus;11
GTF2IRD2;84163;7;NC_000007.14;74796144;74851576;minus;16
GTF2IRD2B;389524;7;NC_000007.14;75092556;75149817;plus;16
GTF2IRD2P1;401375;7;NC_000007.14;73242751;73280119;minus;0
GTF3A;2971;13;NC_000013.11;27424544;27435709;plus;9
GTF3AP1;100135064;9;NC_000009.12;6196040;6196776;plus;0
GTF3AP2;106480682;14;NC_000014.9;71044375;71044640;minus;0
GTF3AP4;100420593;5;NC_000005.10;101271737;101272624;plus;0
GTF3AP5;100128217;7;NC_000007.14;14985298;14986125;minus;0
GTF3AP6;100135063;7;NC_000007.14;118880187;118881250;minus;0
GTF3C1;2975;16;NC_000016.10;27460613;27549930;minus;37
GTF3C2;2976;2;NC_000002.12;27325849;27357376;minus;21
GTF3C2-AS1;100505624;2;NC_000002.12;27335542;27337803;plus;4
GTF3C3;9330;2;NC_000002.12;196763032;196799768;minus;18
GTF3C4;9329;9;NC_000009.12;132670035;132694955;plus;6
GTF3C5;9328;9;NC_000009.12;133030675;133058503;plus;12
GTF3C6;112495;6;NC_000006.12;110958560;110967888;plus;6
GTPBP1;9567;22;NC_000022.11;38704561;38738265;plus;17
GTPBP10;85865;7;NC_000007.14;90346665;90391455;plus;10
GTPBP2;54676;6;NC_000006.12;43620481;43631309;minus;16
GTPBP3;84705;19;NC_000019.10;17334982;17342731;plus;10
GTPBP4;23560;10;NC_000010.11;988409;1017771;plus;17
GTPBP6;8225;X;NC_000023.11;303352;318819;minus;12
GTPBP6;8225;Y;NC_000024.10;303352;318819;minus;12
GTPBP8;29083;3;NC_000003.12;112990953;113001374;plus;6
GTSCR1;220158;18;NC_000018.10;70630519;70650857;minus;3
GTSE1;51512;22;NC_000022.11;46295143;46333699;plus;14
GTSE1-DT;150384;22;NC_000022.11;46295143;46296660;minus;1
GTSF1;121355;12;NC_000012.12;54455952;54473602;minus;11
GTSF1L;149699;20;NC_000020.11;43726161;43727135;minus;2
GUCA1A;2978;6;NC_000006.12;42155377;42180083;plus;7
GUCA1B;2979;6;NC_000006.12;42183284;42194956;minus;4
GUCA1C;9626;3;NC_000003.12;108907644;108955195;minus;5
GUCA2A;2980;1;NC_000001.11;42162691;42164724;minus;3
GUCA2B;2981;1;NC_000001.11;42153421;42155824;plus;3
GUCD1;83606;22;NC_000022.11;24540423;24555935;minus;7
GUCY1A1;2982;4;NC_000004.12;155666710;155737062;plus;13
GUCY1A2;2977;11;NC_000011.10;106674012;107018445;minus;9
GUCY1B1;2983;4;NC_000004.12;155758973;155807642;plus;18
GUCY1B2;2974;13;NC_000013.11;50994511;51066157;minus;17
GUCY2C;2984;12;NC_000012.12;14612632;14696625;minus;27
GUCY2D;3000;17;NC_000017.11;8002670;8020340;plus;20
GUCY2EP;390226;11;NC_000011.10;76680166;76721789;minus;21
GUCY2F;2986;X;NC_000023.11;109372061;109482056;minus;22
GUCY2GP;390003;10;NC_000010.11;112308178;112356595;minus;19
GUF1;60558;4;NC_000004.12;44678395;44700681;plus;17
GUK1;2987;1;NC_000001.11;228140084;228148955;plus;12
GULOP;2989;8;NC_000008.11;27577611;27589073;plus;0
GULP1;51454;2;NC_000002.12;188291669;188595926;plus;20
GUSB;2990;7;NC_000007.14;65960684;65982314;minus;12
GUSBP1;728411;5;NC_000005.10;21459480;21589372;plus;11
GUSBP10;642006;7;NC_000007.14;57165670;57180156;minus;4
GUSBP11;91316;22;NC_000022.11;23638487;23717423;minus;12
GUSBP12;642007;7;NC_000007.14;57200824;57203669;minus;0
GUSBP2;387036;6;NC_000006.12;26871487;26956554;minus;9
GUSBP3;653188;5;NC_000005.10;69639463;69710527;minus;6
GUSBP4;375513;6;NC_000006.12;57908553;57936929;minus;6
GUSBP5;441046;4;NC_000004.12;143559472;143561460;plus;1
GUSBP6;653435;7;NC_000007.14;64100207;64120545;plus;0
GUSBP7;100132456;5;NC_000005.10;100066239;100066417;minus;0
GUSBP8;441066;5;NC_000005.10;99532628;99534367;plus;0
GUSBP9;100049076;5;NC_000005.10;71220226;71259295;minus;4
GVINP1;387751;11;NC_000011.10;6713139;6721879;minus;1
GVINP2;100128135;11;NC_000011.10;6748125;6750369;plus;0
GVQW2;100507462;6;NC_000006.12;138725211;138773679;minus;4
GVQW3;100506127;11;NC_000011.10;76381303;76414634;plus;6
GXYLT1;283464;12;NC_000012.12;42081845;42144871;minus;9
GXYLT1P1;100101111;13;NC_000013.11;18723720;18724702;minus;0
GXYLT1P2;441958;21;NC_000021.9;13823671;13825654;minus;0
GXYLT1P3;100132541;9;NC_000009.12;40348499;40353658;plus;4
GXYLT1P4;100132441;9;NC_000009.12;66026330;66027784;minus;0
GXYLT1P5;100131760;9;NC_000009.12;42974789;42976241;plus;0
GXYLT1P6;100132672;9;NC_000009.12;64488535;64489985;plus;0
GXYLT2;727936;3;NC_000003.12;72848522;72976917;plus;9
GYG1;2992;3;NC_000003.12;148991408;149027669;plus;10
GYG1P1;100132965;8;NC_000008.11;73904599;73915106;minus;0
GYG1P2;647317;13;NC_000013.11;82823039;82824777;plus;0
GYG1P3;645506;1;NC_000001.11;55222279;55224076;plus;0
GYG2;8908;X;NC_000023.11;2828712;2882820;plus;14
GYG2P1;352887;Y;NC_000024.10;12406116;12421590;minus;5
GYG2P2;100418892;1;NC_000001.11;205091163;205092030;plus;0
GYPA;2993;4;NC_000004.12;144109303;144140854;minus;8
GYPB;2994;4;NC_000004.12;143995172;144021861;minus;8
GYPC;2995;2;NC_000002.12;126655935;126696675;plus;6
GYPE;2996;4;NC_000004.12;143870866;143912131;minus;6
GYS1;2997;19;NC_000019.10;48968125;48993353;minus;16
GYS2;2998;12;NC_000012.12;21531527;21604858;minus;19
GZF1;64412;20;NC_000020.11;23361585;23375399;plus;11
GZMA;3001;5;NC_000005.10;55102646;55110252;plus;5
GZMAP1;106479035;5;NC_000005.10;55073015;55096553;plus;0
GZMB;3002;14;NC_000014.9;24630954;24634269;minus;5
GZMH;2999;14;NC_000014.9;24606480;24609763;minus;5
GZMK;3003;5;NC_000005.10;55024279;55034132;plus;5
GZMM;3004;19;NC_000019.10;544034;549920;plus;5
H19;283120;11;NC_000011.10;1995176;2001466;minus;6
H19-ICR;105259599;11;NC_000011.10;1998745;2003509;plus;0
H1F0;3005;22;NC_000022.11;37805107;37807436;plus;1
H1FNT;341567;12;NC_000012.12;48328980;48330279;plus;1
H1FOO;132243;3;NC_000003.12;129543214;129555185;plus;6
H1FX;8971;3;NC_000003.12;129314771;129316277;minus;1
H1FX-AS1;339942;3;NC_000003.12;129316271;129324569;plus;5
H2AFB1;474382;X;NC_000023.11;154885042;154885558;plus;1
H2AFB2;474381;X;NC_000023.11;155380706;155381299;plus;1
H2AFB3;83740;X;NC_000023.11;155459419;155459935;minus;1
H2AFJ;55766;12;NC_000012.12;14774336;14778002;plus;1
H2AFV;94239;7;NC_000007.14;44826889;44848126;minus;6
H2AFVP1;654500;15;NC_000015.10;92733616;92734276;minus;0
H2AFX;3014;11;NC_000011.10;119093874;119095467;minus;1
H2AFY;9555;5;NC_000005.10;135334381;135401998;minus;14
H2AFY2;55506;10;NC_000010.11;70052601;70112284;plus;9
H2AFZ;3015;4;NC_000004.12;99948087;99950355;minus;5
H2AFZP1;54049;21;NC_000021.9;44045967;44047146;minus;0
H2AFZP2;346990;8;NC_000008.11;70103412;70104275;minus;0
H2AFZP3;728023;13;NC_000013.11;99215172;99215862;minus;0
H2AFZP4;100462795;11;NC_000011.10;70278715;70279406;minus;0
H2AFZP5;100288330;10;NC_000010.11;77953495;77953882;plus;0
H2AFZP6;100462800;22;NC_000022.11;31521123;31521693;minus;0
H2BFM;286436;X;NC_000023.11;104039753;104042454;plus;4
H2BFS;54145;21;NC_000021.9;43565189;43565648;plus;1
H2BFWT;158983;X;NC_000023.11;104011147;104013687;minus;3
H2BFXP;767811;X;NC_000023.11;103975924;103978357;plus;4
H3.X;340096;5;NC_000005.10;17491361;17491768;minus;0
H3.Y;391769;5;NC_000005.10;17655026;17655638;minus;1
H3F3A;3020;1;NC_000001.11;226062707;226072002;plus;4
H3F3AP1;654505;15;NC_000015.10;39950826;39951889;minus;0
H3F3AP2;664611;14;NC_000014.9;23294524;23295800;plus;0
H3F3AP3;100689229;3;NC_000003.12;109408516;109410202;minus;0
H3F3AP4;440926;2;NC_000002.12;174719800;174720858;plus;1
H3F3AP5;347376;X;NC_000023.11;50905355;50906368;plus;0
H3F3AP6;644914;4;NC_000004.12;139697626;139698635;minus;0
H3F3B;3021;17;NC_000017.11;75776434;75779935;minus;4
H3F3BP1;100287087;13;NC_000013.11;71675067;71675471;plus;0
H3F3BP2;100420410;17;NC_000017.11;28416911;28417489;plus;0
H3F3C;440093;12;NC_000012.12;31791185;31792241;minus;1
H6PD;9563;1;NC_000001.11;9234767;9271337;plus;7
HAAO;23498;2;NC_000002.12;42767087;42801002;minus;11
HABP2;3026;10;NC_000010.11;113550831;113589602;plus;14
HABP4;22927;9;NC_000009.12;96450155;96491336;plus;9
HACD1;9200;10;NC_000010.11;17589959;17617374;minus;7
HACD2;201562;3;NC_000003.12;123491548;123585185;minus;13
HACD3;51495;15;NC_000015.10;65530489;65578355;plus;12
HACD4;401494;9;NC_000009.12;21003621;21031712;minus;10
HACE1;57531;6;NC_000006.12;104682670;104859919;minus;32
HACL1;26061;3;NC_000003.12;15560704;15601852;minus;17
HADH;3033;4;NC_000004.12;107989714;108035175;plus;11
HADHA;3030;2;NC_000002.12;26190635;26244726;minus;20
HADHAP1;3031;4;NC_000004.12;165403687;165406384;minus;0
HADHAP2;399994;12;NC_000012.12;8634303;8638265;plus;0
HADHB;3032;2;NC_000002.12;26244748;26290465;plus;17
HAGH;3029;16;NC_000016.10;1809103;1827194;minus;10
HAGHL;84264;16;NC_000016.10;726936;729746;plus;9
HAGLR;401022;2;NC_000002.12;176173189;176188958;minus;7
HAGLROS;102800310;2;NC_000002.12;176178166;176179009;plus;2
HAL;3034;12;NC_000012.12;95972662;95996365;minus;22
HAMP;57817;19;NC_000019.10;35282346;35285143;plus;3
HAND1;9421;5;NC_000005.10;154474972;154478264;minus;2
HAND2;9464;4;NC_000004.12;173526501;173530227;minus;2
HAND2-AS1;79804;4;NC_000004.12;173528600;173591255;plus;10
HAO1;54363;20;NC_000020.11;7882984;7940446;minus;8
HAO2;51179;1;NC_000001.11;119361913;119394130;plus;11
HAO2-IT1;100874270;1;NC_000001.11;119368946;119370331;plus;2
HAP1;9001;17;NC_000017.11;41722639;41734646;minus;11
HAPLN1;1404;5;NC_000005.10;83638198;83721210;minus;8
HAPLN2;60484;1;NC_000001.11;156601504;156626608;plus;8
HAPLN3;145864;15;NC_000015.10;88877285;88895626;minus;7
HAPLN4;404037;19;NC_000019.10;19255641;19262787;minus;5
HAR1A;768096;20;NC_000020.11;63101292;63104386;plus;2
HAR1B;768097;20;NC_000020.11;63095493;63102319;minus;3
HARBI1;283254;11;NC_000011.10;46603027;46617894;minus;8
HARS;3035;5;NC_000005.10;140673904;140691727;minus;13
HARS2;23438;5;NC_000005.10;140691426;140699318;plus;14
HAS1;3036;19;NC_000019.10;51713112;51723992;minus;5
HAS2;3037;8;NC_000008.11;121613031;121641390;minus;4
HAS2-AS1;594842;8;NC_000008.11;121639346;121645325;plus;4
HAS3;3038;16;NC_000016.10;69105564;69118719;plus;8
HASPIN;83903;17;NC_000017.11;3723903;3726699;plus;1
HAT1;8520;2;NC_000002.12;171922425;171983686;plus;12
HAUS1;115106;18;NC_000018.10;46104332;46128333;plus;9
HAUS1P1;728921;5;NC_000005.10;140581493;140582541;plus;0
HAUS1P2;441484;X;NC_000023.11;18865370;18866751;plus;0
HAUS1P3;100271703;8;NC_000008.11;72618511;72619642;minus;0
HAUS2;55142;15;NC_000015.10;42548813;42569994;plus;7
HAUS3;79441;4;NC_000004.12;2231836;2242164;minus;6
HAUS4;54930;14;NC_000014.9;22946228;22957142;minus;10
HAUS4P1;100129402;1;NC_000001.11;170368918;170370397;minus;0
HAUS5;23354;19;NC_000019.10;35612744;35625349;plus;20
HAUS6;54801;9;NC_000009.12;19053137;19102942;minus;18
HAUS6P1;653175;7;NC_000007.14;53187132;53188942;plus;0
HAUS6P2;100133268;20;NC_000020.11;31341174;31345053;minus;0
HAUS6P3;102723574;7;NC_000007.14;53862235;53866881;plus;0
HAUS7;55559;X;NC_000023.11;153447665;153495525;minus;14
HAUS8;93323;19;NC_000019.10;17049761;17075606;minus;11
HAUS8P1;100420901;12;NC_000012.12;114097652;114098223;plus;0
HAVCR1;26762;5;NC_000005.10;157028383;157069633;minus;11
HAVCR1P1;100101266;19;NC_000019.10;24162193;24163447;minus;1
HAVCR1P2;100421002;4;NC_000004.12;116858096;116858969;plus;0
HAVCR2;84868;5;NC_000005.10;157085832;157109237;minus;7
HAX1;10456;1;NC_000001.11;154272563;154275875;plus;7
HBA1;3039;16;NC_000016.10;176651;177522;plus;3
HBA2;3040;16;NC_000016.10;172847;173710;plus;3
HBA-LCR;106144573;16;NC_000016.10;87808;152854;plus;0
HBAP1;3041;16;NC_000016.10;168641;169452;plus;0
HBB;3043;11;NC_000011.10;5225466;5227071;minus;3
HBB-3'HS1;105180392;11;NC_000011.10;5203871;5207626;plus;0
HBB-HS-107;110740348;11;NC_000011.10;5376180;5377379;plus;0
HBB-HS-111;106010958;11;NC_000011.10;5380540;5381020;plus;0
HBB-LCR;109580095;11;NC_000011.10;5269925;5304186;plus;0
HBBP1;3044;11;NC_000011.10;5241954;5243592;minus;3
HBD;3045;11;NC_000011.10;5232829;5234628;minus;3
HBE1;3046;11;NC_000011.10;5268350;5270143;minus;3
HBEGF;1839;5;NC_000005.10;140332843;140346603;minus;6
HBG1;3047;11;NC_000011.10;5248272;5249857;minus;3
HBG2;3048;11;NC_000011.10;5253191;5254781;minus;3
HBM;3042;16;NC_000016.10;165974;166768;plus;3
HBP1;26959;7;NC_000007.14;107168961;107202529;plus;14
HBQ1;3049;16;NC_000016.10;180334;181179;plus;3
HBS1L;10767;6;NC_000006.12;134960378;135054898;minus;20
HBZ;3050;16;NC_000016.10;142422;154511;plus;4
HBZP1;3051;16;NC_000016.10;163067;165205;plus;0
HCAR1;27198;12;NC_000012.12;122727606;122730582;minus;1
HCAR2;338442;12;NC_000012.12;122701293;122703357;minus;1
HCAR3;8843;12;NC_000012.12;122714756;122716892;minus;1
HCCAT5;283902;16;NC_000016.10;73092349;73093774;plus;3
HCCS;3052;X;NC_000023.11;11111286;11123086;plus;7
HCFC1;3054;X;NC_000023.11;153947556;153972360;minus;26
HCFC1-AS1;100873990;X;NC_000023.11;153968765;153970091;plus;3
HCFC1R1;54985;16;NC_000016.10;3022620;3024286;minus;5
HCFC2;29915;12;NC_000012.12;104064458;104108954;plus;17
HCFC2P1;100419149;13;NC_000013.11;108480262;108481776;plus;0
HCG11;493812;6;NC_000006.12;26521706;26527393;plus;1
HCG14;414760;6;NC_000006.12;28896530;28897320;plus;2
HCG15;414761;6;NC_000006.12;28984749;28988567;plus;6
HCG17;414778;6;NC_000006.12;30234039;30326134;minus;5
HCG18;414777;6;NC_000006.12;30287397;30327156;minus;4
HCG20;105375013;6;NC_000006.12;30766825;30792250;plus;4
HCG2040054;644093;2;NC_000002.12;47527537;47529164;plus;3
HCG21;102723346;6;NC_000006.12;30945979;30954862;minus;3
HCG22;285834;6;NC_000006.12;31053450;31059890;plus;4
HCG23;414764;6;NC_000006.12;32390510;32393691;plus;3
HCG24;414768;6;NC_000006.12;33143324;33148815;plus;3
HCG25;414765;6;NC_000006.12;33249536;33254890;plus;5
HCG26;352961;6;NC_000006.12;31471229;31472408;plus;1
HCG27;253018;6;NC_000006.12;31197760;31203968;plus;2
HCG4;54435;6;NC_000006.12;29791031;29793073;minus;1
HCG4B;80868;6;NC_000006.12;29924592;29927215;minus;1
HCG4P11;353020;6;NC_000006.12;29721178;29722167;minus;0
HCG4P3;353001;6;NC_000006.12;30004845;30005828;minus;0
HCG4P4;353002;6;NC_000006.12;29955205;29955633;minus;0
HCG4P5;353003;6;NC_000006.12;29940912;29941801;minus;0
HCG4P7;353004;6;NC_000006.12;29886110;29887007;minus;0
HCG4P8;353005;6;NC_000006.12;29826129;29827114;minus;0
HCG4P9;353014;6;NC_000006.12;29798424;29800126;minus;0
HCG9;10255;6;NC_000006.12;29975115;29978403;plus;3
HCG9P5;353019;6;NC_000006.12;29748254;29748648;plus;0
HCGVIII-2;353000;6;NC_000006.12;29833588;29835128;minus;0
HCK;3055;20;NC_000020.11;32052188;32101856;plus;15
HCLS1;3059;3;NC_000003.12;121631398;121660948;minus;14
HCN1;348980;5;NC_000005.10;45254950;45696118;minus;8
HCN2;610;19;NC_000019.10;589893;617159;plus;8
HCN3;57657;1;NC_000001.11;155277427;155289848;plus;10
HCN4;10021;15;NC_000015.10;73319859;73369264;minus;9
HCNR606;111258521;2;NC_000002.12;66526038;66527466;plus;0
HCNR617;110121028;2;NC_000002.12;66535383;66537956;plus;0
HCP5;10866;6;NC_000006.12;31463180;31465809;plus;2
HCP5B;352990;6;NC_000006.12;29871895;29873783;minus;1
HCRT;3060;17;NC_000017.11;42184060;42185452;minus;2
HCRTR1;3061;1;NC_000001.11;31617700;31632518;plus;9
HCRTR2;3062;6;NC_000006.12;55106460;55284698;plus;9
HCST;10870;19;NC_000019.10;35902365;35904271;plus;4
HDAC1;3065;1;NC_000001.11;32292103;32333628;plus;14
HDAC10;83933;22;NC_000022.11;50245183;50251405;minus;20
HDAC11;79885;3;NC_000003.12;13478903;13506424;plus;14
HDAC11-AS1;100874101;3;NC_000003.12;13476987;13480053;minus;2
HDAC1P1;100419595;10;NC_000010.11;94137750;94139001;plus;0
HDAC1P2;100419489;1;NC_000001.11;220625706;220627642;plus;0
HDAC2;3066;6;NC_000006.12;113936156;113971195;minus;17
HDAC2-AS2;101927768;6;NC_000006.12;113969701;114340729;plus;10
HDAC3;8841;5;NC_000005.10;141620876;141636856;minus;15
HDAC4;9759;2;NC_000002.12;239048168;239401647;minus;37
HDAC5;10014;17;NC_000017.11;44076753;44123651;minus;30
HDAC6;10013;X;NC_000023.11;48801377;48824982;plus;32
HDAC7;51564;12;NC_000012.12;47782710;47820612;minus;32
HDAC8;55869;X;NC_000023.11;72329516;72573103;minus;16
HDAC9;9734;7;NC_000007.14;18086942;19002416;plus;38
HDC;3067;15;NC_000015.10;50241945;50266049;minus;15
HDDC2;51020;6;NC_000006.12;125275350;125302136;minus;8
HDDC3;374659;15;NC_000015.10;90930918;90932569;minus;4
HDGF;3068;1;NC_000001.11;156742107;156752448;minus;13
HDGFL1;154150;6;NC_000006.12;22569449;22571662;plus;1
HDGFL2;84717;19;NC_000019.10;4472196;4502220;plus;17
HDGFL3;50810;15;NC_000015.10;83112738;83208018;minus;8
HDGFP1;474167;X;NC_000023.11;131646640;131648237;plus;0
HDHD2;84064;18;NC_000018.10;47107402;47150520;minus;10
HDHD3;81932;9;NC_000009.12;113373416;113377009;minus;3
HDHD5;27440;22;NC_000022.11;17137520;17165287;minus;11
HDHD5-AS1;100130717;22;NC_000022.11;17159389;17165445;plus;2
HDLBP;3069;2;NC_000002.12;241227264;241315842;minus;35
HDX;139324;X;NC_000023.11;84317874;84502578;minus;13
HEATR1;55127;1;NC_000001.11;236549005;236604541;minus;45
HEATR3;55027;16;NC_000016.10;50065941;50107272;plus;17
HEATR4;399671;14;NC_000014.9;73478484;73558947;minus;20
HEATR5A;25938;14;NC_000014.9;31291788;31420582;minus;36
HEATR5B;54497;2;NC_000002.12;36980999;37084384;minus;37
HEATR6;63897;17;NC_000017.11;60041363;60078931;minus;20
HEATR9;256957;17;NC_000017.11;35854946;35868891;minus;16
HEBP1;50865;12;NC_000012.12;12974864;13000309;minus;4
HEBP2;23593;6;NC_000006.12;138403531;138413445;plus;5
HECA;51696;6;NC_000006.12;139135112;139180809;plus;4
HECTD1;25831;14;NC_000014.9;31100115;31207744;minus;45
HECTD2;143279;10;NC_000010.11;91409235;91514829;plus;26
HECTD2-AS1;100188947;10;NC_000010.11;91306962;91611460;minus;5
HECTD3;79654;1;NC_000001.11;45002547;45011355;minus;21
HECTD4;283450;12;NC_000012.12;112160188;112382092;minus;76
HECW1;23072;7;NC_000007.14;43112580;43566001;plus;36
HECW1-IT1;100127950;7;NC_000007.14;43117896;43163187;plus;7
HECW2;57520;2;NC_000002.12;196194370;196593692;minus;32
HEG1;57493;3;NC_000003.12;124965710;125055958;minus;18
HEIH;100859930;5;NC_000005.10;180829954;180831618;minus;1
HELB;92797;12;NC_000012.12;66302545;66343643;plus;14
HELLS;3070;10;NC_000010.11;94545767;94613905;plus;26
HELQ;113510;4;NC_000004.12;83407343;83456046;minus;21
HELT;391723;4;NC_000004.12;185018841;185021265;plus;4
HELZ;9931;17;NC_000017.11;67070438;67245989;minus;36
HELZ2;85441;20;NC_000020.11;63558086;63574239;minus;20
HEMGN;55363;9;NC_000009.12;97926791;97944915;minus;6
HEMK1;51409;3;NC_000003.12;50569152;50589050;plus;14
HENMT1;113802;1;NC_000001.11;108648288;108661526;minus;9
HEPACAM;220296;11;NC_000011.10;124919244;124936412;minus;7
HEPACAM2;253012;7;NC_000007.14;93188539;93232293;minus;13
HEPH;9843;X;NC_000023.11;66162526;66267389;plus;22
HEPHL1;341208;11;NC_000011.10;94021212;94114208;plus;20
HEPN1;641654;11;NC_000011.10;124919250;124920677;plus;1
HERC1;8925;15;NC_000015.10;63608618;63833948;minus;80
HERC2;8924;15;NC_000015.10;28111037;28322173;minus;98
HERC2P1;8917;15;NC_000015.10;28332228;28335061;plus;0
HERC2P10;390561;15;NC_000015.10;30818036;30827783;plus;5
HERC2P11;100996738;15;NC_000015.10;28573780;28589240;minus;5
HERC2P2;400322;15;NC_000015.10;22494837;22590831;plus;35
HERC2P3;283755;15;NC_000015.10;20408396;20506180;minus;26
HERC2P4;100289574;16;NC_000016.10;32170043;32188113;minus;14
HERC2P5;388254;16;NC_000016.10;32741244;32775468;plus;0
HERC2P6;8918;15;NC_000015.10;23430839;23435219;plus;0
HERC2P7;100132101;15;NC_000015.10;22479153;22482374;minus;3
HERC2P8;440366;16;NC_000016.10;33095032;33128089;minus;0
HERC2P9;440248;15;NC_000015.10;28654442;28685264;plus;14
HERC3;8916;4;NC_000004.12;88592423;88709303;plus;30
HERC4;26091;10;NC_000010.11;67921899;68075346;minus;32
HERC5;51191;4;NC_000004.12;88456604;88506170;plus;23
HERC6;55008;4;NC_000004.12;88378485;88443097;plus;23
HERPUD1;9709;16;NC_000016.10;56932090;56943881;plus;8
HERPUD2;64224;7;NC_000007.14;35632659;35695811;minus;8
HERV.E-PTN;111089943;7;NC_000007.14;137268225;137270125;plus;0
HES1;3280;3;NC_000003.12;194136142;194138612;plus;4
HES2;54626;1;NC_000001.11;6415232;6419919;minus;4
HES3;390992;1;NC_000001.11;6244192;6245578;plus;4
HES4;57801;1;NC_000001.11;998962;1001052;minus;4
HES5;388585;1;NC_000001.11;2528745;2530554;minus;2
HES6;55502;2;NC_000002.12;238238267;238240124;minus;4
HES7;84667;17;NC_000017.11;8120590;8126032;minus;5
HESX1;8820;3;NC_000003.12;57197838;57227643;minus;6
HEXA;3073;15;NC_000015.10;72343435;72376473;minus;14
HEXA-AS1;80072;15;NC_000015.10;72376113;72378788;plus;1
HEXB;3074;5;NC_000005.10;74640023;74721288;plus;15
HEXDC;284004;17;NC_000017.11;82418354;82442645;plus;15
HEXIM1;10614;17;NC_000017.11;45147317;45152101;plus;1
HEXIM2;124790;17;NC_000017.11;45159948;45170040;plus;5
HEY1;23462;8;NC_000008.11;79764010;79767863;minus;6
HEY2;23493;6;NC_000006.12;125747639;125762243;plus;7
HEYL;26508;1;NC_000001.11;39623431;39639676;minus;6
HFE;3077;6;NC_000006.12;26087281;26096216;plus;6
HFM1;164045;1;NC_000001.11;91260766;91408008;minus;44
HGC6.3;100128124;6;NC_000006.12;167975924;167976939;minus;1
HGD;3081;3;NC_000003.12;120628168;120682571;minus;16
HGF;3082;7;NC_000007.14;81699006;81770438;minus;20
HGFAC;3083;4;NC_000004.12;3441933;3449495;plus;15
HGH1;51236;8;NC_000008.11;144137691;144140843;plus;4
HGS;9146;17;NC_000017.11;81683932;81702121;plus;23
HGSNAT;138050;8;NC_000008.11;43140449;43202827;plus;20
HHAT;55733;1;NC_000001.11;210327873;210676298;plus;18
HHATL;57467;3;NC_000003.12;42692663;42702849;minus;14
HHATL-AS1;100874044;3;NC_000003.12;42702541;42706765;plus;3
HHC2:065915;111258503;2;NC_000002.12;65834493;65835732;plus;0
HHC2:065944;111258504;2;NC_000002.12;65864155;65865818;plus;0
HHC2:066104;111258513;2;NC_000002.12;66994699;66996299;plus;0
