Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
Hapln2;73940;3;NC_000069.6;88020558;88027511;minus;8
Gm19439;105244487;3;NC_000069.6;88030785;88034597;plus;3
Gpatch4;66614;3;NC_000069.6;88043106;88055994;plus;9
Naxe;246703;3;NC_000069.6;88056520;88058542;minus;6
Ttc24;214191;3;NC_000069.6;88069410;88078304;minus;10
Iqgap3;404710;3;NC_000069.6;88082002;88121048;plus;38
Mef2d;17261;3;NC_000069.6;88141941;88172091;plus;15
1700113A16Rik;76642;3;NC_000069.6;88171560;88177785;minus;3
AW047730;99870;3;NC_000069.6;88198274;88203484;plus;2
Gm3764;100042277;3;NC_000069.6;88206524;88229959;plus;13
Mir3093;100526540;3;NC_000069.6;88215171;88215257;plus;1
Mir9-1;387133;3;NC_000069.6;88215598;88215686;plus;1
Gm25641;114482879;3;NC_000069.6;88215613;88215670;minus;1
LOC110120377;110120377;3;NC_000069.6;88238232;88239375;plus;0
Rhbg;58176;3;NC_000069.6;88242874;88254739;minus;10
Tsacc;76927;3;NC_000069.6;88282752;88296999;minus;6
Gm37116;115489720;3;NC_000069.6;88284402;88284798;minus;1
Cct3;12462;3;NC_000069.6;88297135;88321766;plus;14
Glmp;56700;3;NC_000069.6;88325023;88328631;plus;6
Tmem79;71913;3;NC_000069.6;88328653;88334433;minus;5
Smg5;229512;3;NC_000069.6;88336259;88362338;plus;23
Paqr6;68957;3;NC_000069.6;88364072;88368541;plus;9
Bglap3;12095;3;NC_000069.6;88368616;88372741;minus;7
Gm21956;108168878;3;NC_000069.6;88375820;88377655;plus;2
Bglap2;12097;3;NC_000069.6;88377736;88378701;minus;4
LOC110013314;110013314;3;NC_000069.6;88378683;88380018;plus;0
Gm6821;101055651;3;NC_000069.6;88381769;88383420;plus;0
Bglap;12096;3;NC_000069.6;88383495;88384466;minus;4
Pmf1;67037;3;NC_000069.6;88394138;88410445;minus;6
Slc25a44;229517;3;NC_000069.6;88410494;88425141;minus;4
Gm33513;102636453;3;NC_000069.6;88425080;88428668;plus;3
Gm42814;115489721;3;NC_000069.6;88428921;88429459;plus;0
Sema4a;20351;3;NC_000069.6;88435959;88461240;minus;21
Mir7011;102465611;3;NC_000069.6;88440879;88440951;minus;1
Gm40089;105244492;3;NC_000069.6;88462094;88466135;minus;4
Gm5979;546802;3;NC_000069.6;88474543;88475355;plus;0
Lmna;16905;3;NC_000069.6;88481148;88509932;minus;15
Gm38618;102642612;3;NC_000069.6;88529266;88531880;minus;2
Mex3a;72640;3;NC_000069.6;88531946;88541394;plus;2
Mir1905;100316808;3;NC_000069.6;88536301;88536382;minus;1
Rab25;53868;3;NC_000069.6;88542029;88548279;minus;5
Lamtor2;83409;3;NC_000069.6;88549819;88552951;minus;4
Ubqln4;94232;3;NC_000069.6;88553677;88569725;plus;12
Rtraf-ps;545536;3;NC_000069.6;88576237;88577203;minus;0
Ssr2;66256;3;NC_000069.6;88579608;88588420;plus;6
Gm52660;115489868;3;NC_000069.6;88592014;88592190;plus;0
Arhgef2;16800;3;NC_000069.6;88593105;88649532;plus;35
Gm40090;105244493;3;NC_000069.6;88595125;88607397;minus;5
Gm20652;102636610;3;NC_000069.6;88617908;88621105;minus;2
Rxfp4;242093;3;NC_000069.6;88651898;88653142;minus;1
Khdc4;74200;3;NC_000069.6;88685428;88712933;plus;14
Gm25820;115489824;3;NC_000069.6;88693930;88694057;plus;1
Rit1;19769;3;NC_000069.6;88716839;88731048;plus;6
Syt11;229521;3;NC_000069.6;88744699;88775159;minus;5
5830417I10Rik;100302730;3;NC_000069.6;88777057;88829371;plus;18
1500004A13Rik;319830;3;NC_000069.6;88805289;88832547;minus;5
Gon4l;76022;3;NC_000069.6;88835207;88910099;plus;33
Gm23054;115489857;3;NC_000069.6;88862919;88863080;plus;1
Gm40091;105244494;3;NC_000069.6;88880917;88899757;minus;2
LOC115489722;115489722;3;NC_000069.6;88886164;88890445;minus;2
n-R5s197;115489860;3;NC_000069.6;88906510;88906628;plus;0
Msto1;229524;3;NC_000069.6;88909616;88913950;minus;14
Dap3;65111;3;NC_000069.6;88920803;88951213;minus;15
Ash1l;192195;3;NC_000069.6;88950414;89079375;plus;32
Gm26465;115489885;3;NC_000069.6;88970623;88970729;minus;1
Gm24403;115486193;3;NC_000069.6;89048998;89049127;minus;1
Rusc1;72296;3;NC_000069.6;89083975;89093363;minus;12
Fdps;110196;3;NC_000069.6;89093588;89101967;minus;11
Gm22935;115489782;3;NC_000069.6;89097910;89098013;minus;1
Gm29704;101055641;3;NC_000069.6;89116692;89117024;plus;0
Pklr;18770;3;NC_000069.6;89136122;89146815;plus;12
Hcn3;15168;3;NC_000069.6;89146775;89160284;minus;8
Clk2;12748;3;NC_000069.6;89164795;89177087;plus;13
Gm45927;105943584;3;NC_000069.6;89164795;89182770;plus;20
Scamp3;24045;3;NC_000069.6;89177391;89182770;plus;9
Gm16069;102636781;3;NC_000069.6;89180850;89184427;minus;3
Fam189b;68521;3;NC_000069.6;89183143;89189291;plus;12
Gm23269;115489756;3;NC_000069.6;89201167;89201273;minus;1
Gba;14466;3;NC_000069.6;89202905;89208873;plus;13
Mtx1;17827;3;NC_000069.6;89209081;89213907;minus;8
Thbs3;21827;3;NC_000069.6;89215180;89226841;plus;23
LOC115489723;115489723;3;NC_000069.6;89225534;89227109;minus;2
Mir92b;100124470;3;NC_000069.6;89227116;89227198;minus;1
Muc1;17829;3;NC_000069.6;89229056;89233381;plus;7
Trim46;360213;3;NC_000069.6;89234169;89246358;minus;14
Krtcap2;66059;3;NC_000069.6;89245904;89249729;plus;6
Dpm3;68563;3;NC_000069.6;89257065;89267079;plus;4
Slc50a1;19729;3;NC_000069.6;89268246;89270591;minus;6
Efna1;13636;3;NC_000069.6;89271730;89280951;minus;6
LOC110120446;110120446;3;NC_000069.6;89290190;89293211;plus;0
Gm33845;102636898;3;NC_000069.6;89290540;89302980;minus;4
Gm34014;102637122;3;NC_000069.6;89303040;89314654;plus;5
Efna3;13638;3;NC_000069.6;89313893;89324052;minus;6
Gm15998;100038411;3;NC_000069.6;89316746;89320240;plus;2
Gm34118;102637253;3;NC_000069.6;89325903;89331141;minus;3
Efna4;13639;3;NC_000069.6;89333393;89338028;minus;4
Adam15;11490;3;NC_000069.6;89339640;89350028;minus;25
Dcst1;77772;3;NC_000069.6;89350219;89365253;minus;16
Dcst2;329702;3;NC_000069.6;89350417;89377643;plus;19
Zbtb7b;22724;3;NC_000069.6;89377644;89393673;minus;9
Gm15417;545539;3;NC_000069.6;89391864;89398779;plus;3
Lenep;57275;3;NC_000069.6;89401896;89402650;minus;2
Flad1;319945;3;NC_000069.6;89402673;89411881;minus;8
Cks1b;54124;3;NC_000069.6;89415472;89418291;minus;3
Shc1;20416;3;NC_000069.6;89418551;89430029;plus;14
Pygo2;68911;3;NC_000069.6;89430114;89435131;plus;4
Pbxip1;229534;3;NC_000069.6;89436675;89450952;plus;11
Pmvk;68603;3;NC_000069.6;89454541;89469014;plus;8
Kcnn3;140493;3;NC_000069.6;89520164;89672494;plus;8
Adar;56417;3;NC_000069.6;89714469;89753455;plus;16
Chrnb2;11444;3;NC_000069.6;89753448;89764632;minus;7
4632404H12Rik;74034;3;NC_000069.6;89767511;89773400;minus;2
Ube2q1;70093;3;NC_000069.6;89773609;89783997;plus;13
Gm8969;668087;3;NC_000069.6;89819477;89821679;plus;0
She;214547;3;NC_000069.6;89831370;89858846;plus;6
Il6ra;16194;3;NC_000069.6;89869324;89913196;minus;10
Gm46811;108168879;3;NC_000069.6;89872104;89890243;plus;4
Atp8b2;54667;3;NC_000069.6;89939481;89963338;minus;30
Aqp10-ps;435743;3;NC_000069.6;89963444;89969734;minus;0
LOC115489840;115489840;3;NC_000069.6;89967999;89968163;minus;1
Hax1;23897;3;NC_000069.6;89995446;89998716;minus;8
Gm19710;100503469;3;NC_000069.6;89998760;90001325;plus;4
Ubap2l;74383;3;NC_000069.6;89999589;90052609;minus;35
Gm24608;115489820;3;NC_000069.6;90010595;90010730;minus;1
Mir7669;102465771;3;NC_000069.6;90011153;90011210;minus;1
4933434E20Rik;99650;3;NC_000069.6;90051636;90063341;plus;9
1700094D03Rik;73545;3;NC_000069.6;90062808;90068347;plus;4
Mir190b;100124481;3;NC_000069.6;90070020;90070099;plus;1
Tpm3;59069;3;NC_000069.6;90072651;90100902;plus;13
Nup210l;77595;3;NC_000069.6;90101007;90212151;plus;44
Gm34865;102638261;3;NC_000069.6;90124644;90127116;plus;2
Gm23723;115486184;3;NC_000069.6;90126535;90126666;plus;1
Gm24185;115489783;3;NC_000069.6;90198682;90198786;plus;1
Rps27;57294;3;NC_000069.6;90212667;90213648;minus;4
Rab13;68328;3;NC_000069.6;90213715;90226387;plus;9
Jtb;23922;3;NC_000069.6;90231597;90235840;plus;5
Creb3l4;78284;3;NC_000069.6;90237498;90244582;minus;13
Slc39a1;30791;3;NC_000069.6;90248190;90253613;plus;4
Crtc2;74343;3;NC_000069.6;90253858;90264125;plus;15
Dennd4b;229541;3;NC_000069.6;90265020;90280665;plus;30
Mir7012;102465612;3;NC_000069.6;90270149;90270212;plus;1
Gatad2b;229542;3;NC_000069.6;90293161;90363405;plus;12
Slc27a3;26568;3;NC_000069.6;90385230;90390835;minus;9
Ints3;229543;3;NC_000069.6;90391380;90433636;minus;30
Npr1;18160;3;NC_000069.6;90450591;90465928;minus;23
n-TMcat11;102467358;3;NC_000069.6;90475860;90475931;minus;0
Ilf2;67781;3;NC_000069.6;90476201;90488379;plus;14
Snapin;20615;3;NC_000069.6;90488026;90491013;minus;4
Chtop;66511;3;NC_000069.6;90498539;90509527;minus;7
S100a1;20193;3;NC_000069.6;90511034;90514330;minus;3
S100a13;20196;3;NC_000069.6;90514233;90524581;plus;4
S100a14;66166;3;NC_000069.6;90526849;90528837;plus;4
S100a16;67860;3;NC_000069.6;90537254;90543151;plus;6
Gm24593;115489784;3;NC_000069.6;90548620;90548724;plus;1
S100a3;20197;3;NC_000069.6;90560356;90602706;plus;11
Gm23464;115489859;3;NC_000069.6;90560556;90560702;minus;0
S100a2;628324;3;NC_000069.6;90590247;90591508;plus;2
S100a4;20198;3;NC_000069.6;90603770;90606045;plus;4
S100a5;20199;3;NC_000069.6;90606480;90611784;plus;5
S100a6;20200;3;NC_000069.6;90612894;90614414;plus;3
Gm19739;102638335;3;NC_000069.6;90651695;90651866;minus;0
S100a7a;381493;3;NC_000069.6;90651925;90658130;plus;5
S100a8;20201;3;NC_000069.6;90669071;90670034;plus;3
S100a9;20202;3;NC_000069.6;90692630;90695721;minus;3
Gm5284;383949;3;NC_000069.6;90722103;90723682;minus;0
Pglyrp4;384997;3;NC_000069.6;90726906;90741517;plus;9
Gm5104;329706;3;NC_000069.6;90759367;90761313;plus;0
Gm9023;668179;3;NC_000069.6;91009763;91017185;minus;0
4930529C04Rik;619677;3;NC_000069.6;91071662;91075192;plus;1
S100a7l2;229550;3;NC_000069.6;91088137;91107429;minus;5
Gm36323;102640196;3;NC_000069.6;91628563;91630704;minus;2
Gm35185;102638680;3;NC_000069.6;91738353;91740494;minus;2
Gm46837;108168919;3;NC_000069.6;91914377;91916526;plus;0
Gm17742;383887;3;NC_000069.6;91996114;91997246;plus;0
Pglyrp3;242100;3;NC_000069.6;92012477;92032672;plus;8
Mif-ps3;619750;3;NC_000069.6;92024488;92025033;plus;0
Lor;16939;3;NC_000069.6;92080271;92083142;minus;2
Prr9;109314;3;NC_000069.6;92122204;92123947;minus;2
Lelp1;69332;3;NC_000069.6;92134994;92142754;minus;2
Gm35439;102639022;3;NC_000069.6;92170185;92183229;plus;7
Sprr2a1;20755;3;NC_000069.6;92215835;92222491;plus;2
Gm5850;545543;3;NC_000069.6;92227414;92228700;minus;0
Sprr2a2;100303744;3;NC_000069.6;92250647;92257304;plus;2
Gm5851;545545;3;NC_000069.6;92262216;92263502;minus;0
Sprr2a3;100042514;3;NC_000069.6;92285304;92289264;plus;2
Sprr2b;20756;3;NC_000069.6;92316705;92318085;plus;2
Sprr2c-ps;20757;3;NC_000069.6;92326599;92326829;plus;0
Sprr2d;20758;3;NC_000069.6;92339140;92340873;plus;2
Sprr2e;20759;3;NC_000069.6;92352143;92353449;plus;2
Sprr2f;20760;3;NC_000069.6;92365187;92366442;plus;2
Sprr2g;20761;3;NC_000069.6;92373915;92375229;plus;2
Sprr2h;20762;3;NC_000069.6;92385685;92387324;plus;2
Sprr2i;20763;3;NC_000069.6;92407991;92409271;plus;2
Sprr2j-ps;20764;3;NC_000069.6;92418087;92419396;plus;2
Gm9774;100043022;3;NC_000069.6;92428067;92429423;minus;0
Sprr2k;20765;3;NC_000069.6;92432582;92433927;plus;2
Sprr1b;20754;3;NC_000069.6;92436808;92438817;minus;3
Sprr3;20766;3;NC_000069.6;92456502;92458720;minus;2
Sprr1a;20753;3;NC_000069.6;92483954;92485881;minus;2
Sprr4;229562;3;NC_000069.6;92500263;92500493;minus;1
Ivl;16447;3;NC_000069.6;92570899;92573790;minus;3
Gm35639;102639293;3;NC_000069.6;92573821;92646547;plus;10
Smcp;17235;3;NC_000069.6;92583866;92589073;minus;2
Lce6a;78382;3;NC_000069.6;92604821;92621660;minus;4
Gm35699;102639369;3;NC_000069.6;92639066;92640542;minus;3
Lce1a1;67127;3;NC_000069.6;92646532;92648307;minus;2
Lce1b;68720;3;NC_000069.6;92655650;92656926;minus;2
Rpl13-ps4;620325;3;NC_000069.6;92664194;92664899;plus;0
Lce1a2;73722;3;NC_000069.6;92668613;92670315;minus;2
Lce1c;73719;3;NC_000069.6;92679247;92680918;plus;2
Lce1d;69611;3;NC_000069.6;92685499;92687210;minus;2
Gm4202;100418460;3;NC_000069.6;92689425;92690151;plus;0
Lce1e;68694;3;NC_000069.6;92707400;92709074;minus;2
Lce1f;67828;3;NC_000069.6;92718696;92720350;minus;2
Lce1g;66195;3;NC_000069.6;92750151;92752338;minus;2
Lce1h;67718;3;NC_000069.6;92763215;92765065;minus;2
Lce1i;76585;3;NC_000069.6;92777210;92778899;minus;2
Lce1j;545547;3;NC_000069.6;92788844;92790514;minus;2
Lce1k;631101;3;NC_000069.6;92806291;92807891;minus;2
Kprp;433619;3;NC_000069.6;92823074;92827247;minus;2
Lce1l;73730;3;NC_000069.6;92849949;92851286;minus;2
2310050C09Rik;66533;3;NC_000069.6;92868359;92870205;minus;2
Lce3a;545548;3;NC_000069.6;92925287;92926230;minus;2
Lce3b;66344;3;NC_000069.6;92932979;92934096;plus;2
Lce3c;94060;3;NC_000069.6;92944486;92945730;plus;2
Gm24481;115489798;3;NC_000069.6;92949158;92949255;minus;0
Lce3d;630994;3;NC_000069.6;92957390;92958574;plus;2
Gm22577;115489790;3;NC_000069.6;92962008;92962116;minus;1
Lce3e;69514;3;NC_000069.6;92967061;92968281;plus;2
Lce3f;69520;3;NC_000069.6;92992217;92993426;plus;2
Crct1;74175;3;NC_000069.6;93014205;93015686;minus;2
Lce1m;66203;3;NC_000069.6;93017807;93019061;minus;2
Tdpoz8;229571;3;NC_000069.6;93068823;93075505;plus;3
Gm35785;102639481;3;NC_000069.6;93097581;93128245;minus;4
Gm37361;108168920;3;NC_000069.6;93100438;93100597;minus;0
Crnn;381457;3;NC_000069.6;93144789;93149818;plus;3
Flg2;229574;3;NC_000069.6;93197273;93221377;plus;6
Gm18432;100417160;3;NC_000069.6;93234919;93236176;plus;0
Gm52644;115489811;3;NC_000069.6;93258495;93258552;plus;0
Flg;14246;3;NC_000069.6;93273546;93293689;plus;5
Rplp0-ps1;668300;3;NC_000069.6;93278070;93279153;plus;0
Hrnr;68723;3;NC_000069.6;93319749;93333572;plus;4
Rptn;20129;3;NC_000069.6;93393699;93399442;plus;3
Gm18296;100416867;3;NC_000069.6;93420682;93421364;minus;0
Gm5278;383891;3;NC_000069.6;93433057;93433961;minus;0
Tchh;99681;3;NC_000069.6;93442330;93449077;plus;2
Tchhl1;71325;3;NC_000069.6;93468754;93471980;plus;3
S100a11;20195;3;NC_000069.6;93520235;93526288;plus;3
Gm29950;102631667;3;NC_000069.6;93530506;93530794;minus;0
S100a10;20194;3;NC_000069.6;93554940;93564645;plus;3
Gm40093;105244496;3;NC_000069.6;93595359;93597504;minus;3
Gm18331;100416948;3;NC_000069.6;93605168;93605714;plus;0
Gm5541;433623;3;NC_000069.6;93628640;93629752;minus;0
Tdpoz2;399673;3;NC_000069.6;93651542;93652686;minus;1
Tdpoz1;207213;3;NC_000069.6;93669333;93676283;minus;2
Gm9107;668325;3;NC_000069.6;93691989;93693063;minus;0
Gm18433;100417161;3;NC_000069.6;93707287;93708267;plus;0
Gm5852;545550;3;NC_000069.6;93725956;93729730;minus;0
Gm5773;436563;3;NC_000069.6;93773000;93774142;plus;0
Tdpoz4;399675;3;NC_000069.6;93796398;93797510;plus;1
Tdpoz3;399674;3;NC_000069.6;93826020;93827117;plus;1
Gm9113;668341;3;NC_000069.6;93872924;93876050;minus;0
Gm9116;668344;3;NC_000069.6;93908137;93911914;plus;0
Gm9117;668346;3;NC_000069.6;93936626;93943516;minus;0
Tdpoz5;399676;3;NC_000069.6;93960292;93961314;minus;1
Gm9121;668353;3;NC_000069.6;93979044;93982829;minus;0
Gm9124;668356;3;NC_000069.6;94008283;94011393;plus;0
Tdpoz9;668359;3;NC_000069.6;94047981;94054885;minus;2
Tdpoz7;100042761;3;NC_000069.6;94071622;94072644;minus;1
Gm5542;433624;3;NC_000069.6;94089816;94093601;minus;0
Gm9131;668367;3;NC_000069.6;94118333;94121441;plus;0
Gm5543;433625;3;NC_000069.6;94157700;94158721;minus;0
Gm20955;100418020;3;NC_000069.6;94166963;94169855;minus;0
Spopfm2;100043188;3;NC_000069.6;94174412;94178193;minus;2
Spopfm3;383977;3;NC_000069.6;94196714;94199827;plus;0
Gm4982;245290;3;NC_000069.6;94236702;94237799;minus;0
Gm9141;668385;3;NC_000069.6;94242435;94243473;minus;0
Spopfm1;212727;3;NC_000069.6;94264036;94267176;plus;0
Gm36010;102639779;3;NC_000069.6;94277974;94310053;minus;5
Them4;75778;3;NC_000069.6;94310132;94332540;plus;7
Gm52664;115489873;3;NC_000069.6;94313037;94313197;plus;0
Them5;66198;3;NC_000069.6;94342099;94347352;plus;6
C2cd4d;271944;3;NC_000069.6;94362444;94364567;plus;2
Gm38411;329711;3;NC_000069.6;94365535;94371023;minus;3
Rorc;19885;3;NC_000069.6;94372794;94398276;plus;13
Lingo4;320747;3;NC_000069.6;94399219;94404501;plus;2
1700040D17Rik;76602;3;NC_000069.6;94409389;94412955;minus;2
Tdrkh;72634;3;NC_000069.6;94413243;94434854;plus;14
Oaz3;53814;3;NC_000069.6;94433387;94436651;minus;5
Mrpl9;78523;3;NC_000069.6;94443154;94448708;plus;7
Riiad1;66353;3;NC_000069.6;94464984;94480326;minus;8
Celf3;78784;3;NC_000069.6;94478274;94496786;plus;17
Snx27;76742;3;NC_000069.6;94497542;94582736;minus;13
Gm15235;115489724;3;NC_000069.6;94589466;94589725;plus;0
Rpl31-ps11;668409;3;NC_000069.6;94604378;94604849;minus;0
Tuft1;22156;3;NC_000069.6;94612753;94658872;minus;14
BC021767;545551;3;NC_000069.6;94660589;94667152;minus;8
Selenbp2;20342;3;NC_000069.6;94693573;94704406;plus;12
Gm15264;100042801;3;NC_000069.6;94720021;94758182;minus;0
Gm52626;115489725;3;NC_000069.6;94758236;94761292;plus;2
Cgn;70737;3;NC_000069.6;94760069;94787725;minus;23
Gm40094;105244497;3;NC_000069.6;94821107;94822308;plus;2
Pogz;229584;3;NC_000069.6;94822989;94883577;plus;21
Gm15263;100417859;3;NC_000069.6;94832966;94833461;plus;0
Psmb4;19172;3;NC_000069.6;94884324;94886958;minus;7
Gm36237;102640082;3;NC_000069.6;94917965;94923003;plus;3
Gm26279;115489805;3;NC_000069.6;94920322;94920422;minus;0
Selenbp1;20341;3;NC_000069.6;94933083;94944758;plus;12
Rfx5;53970;3;NC_000069.6;94950689;94961561;plus;12
B230398E01Rik;109334;3;NC_000069.6;94959674;94988457;minus;6
Pi4kb;107650;3;NC_000069.6;94974731;95006937;plus;12
Zfp687;78266;3;NC_000069.6;94994674;95015948;minus;16
Mir7013;102465613;3;NC_000069.6;95004168;95004239;plus;1
4930481B07Rik;108168883;3;NC_000069.6;95015529;95021983;plus;2
Psmd4;19185;3;NC_000069.6;95032688;95042614;minus;10
Pip5k1a;18720;3;NC_000069.6;95058530;95106930;minus;17
Gm24920;115489814;3;NC_000069.6;95090625;95090709;minus;1
Gm40095;105244498;3;NC_000069.6;95095208;95097371;minus;0
Gm22301;115489775;3;NC_000069.6;95099500;95099606;plus;1
Vps72;21427;3;NC_000069.6;95111042;95123051;plus;7
Tmod4;50874;3;NC_000069.6;95122799;95129209;plus;10
Scnm1;69269;3;NC_000069.6;95129719;95134050;minus;8
Lysmd1;217779;3;NC_000069.6;95134088;95139525;plus;3
Mir8099-1;102465890;3;NC_000069.6;95139060;95139186;minus;1
Tnfaip8l2;69769;3;NC_000069.6;95139521;95142416;minus;2
Gm9169;668436;3;NC_000069.6;95144354;95145154;plus;0
Sema6c;20360;3;NC_000069.6;95160420;95174050;plus;22
Gabpb2;213054;3;NC_000069.6;95181766;95218110;minus;12
Gm16740;100504029;3;NC_000069.6;95217457;95226658;plus;4
Mllt11;56772;3;NC_000069.6;95218544;95229632;minus;4
Cdc42se1;57912;3;NC_000069.6;95228424;95236424;plus;6
Gm128;229588;3;NC_000069.6;95236919;95241635;minus;3
Bnipl;171388;3;NC_000069.6;95241276;95252144;minus;10
Prune1;229589;3;NC_000069.6;95253674;95283506;minus;9
Mindy1;75007;3;NC_000069.6;95281926;95296166;plus;14
Anxa9;71790;3;NC_000069.6;95296093;95315157;minus;15
LOC115489748;115489748;3;NC_000069.6;95314744;95315796;minus;2
Cers2;76893;3;NC_000069.6;95314771;95323599;plus;14
Setdb1;84505;3;NC_000069.6;95323525;95357202;minus;22
4930558C23Rik;67654;3;NC_000069.6;95386458;95402841;minus;2
Gm5070;277589;3;NC_000069.6;95410302;95411236;minus;0
Gm9173;101055724;3;NC_000069.6;95414927;95415469;minus;0
Gm4349;100043305;3;NC_000069.6;95427349;95431085;plus;3
Arnt;11863;3;NC_000069.6;95434367;95497240;plus;24
Ctsk;13038;3;NC_000069.6;95499210;95509387;plus;9
Gm40096;105244499;3;NC_000069.6;95523211;95524499;minus;3
Ctss;13040;3;NC_000069.6;95526786;95556405;plus;9
Hmgb1-ps5;100043312;3;NC_000069.6;95530412;95531039;plus;0
Hormad1;67981;3;NC_000069.6;95559625;95587861;plus;16
Gm40097;105244500;3;NC_000069.6;95585881;95588817;minus;3
Golph3l;229593;3;NC_000069.6;95588915;95619247;plus;5
Rps10-ps1;668457;3;NC_000069.6;95622242;95622816;plus;0
Ensa;56205;3;NC_000069.6;95624980;95632117;plus;4
Mcl1;17210;3;NC_000069.6;95656944;95663179;plus;3
Gm52627;115489726;3;NC_000069.6;95672172;95676242;plus;2
Adamtsl4;229595;3;NC_000069.6;95676201;95687927;minus;19
Ecm1;13601;3;NC_000069.6;95734147;95739876;minus;11
Mir7014;102466787;3;NC_000069.6;95734911;95734973;minus;1
Tars2;71807;3;NC_000069.6;95739974;95756365;minus;19
Rprd2;75137;3;NC_000069.6;95759871;95819744;minus;13
Gm26361;115489865;3;NC_000069.6;95796722;95796881;minus;1
Gm17815;100306934;3;NC_000069.6;95804817;95806519;plus;0
Gm29948;102631665;3;NC_000069.6;95818880;95821901;plus;2
Prpf3;70767;3;NC_000069.6;95830124;95855885;minus;17
Mrps21;66292;3;NC_000069.6;95862634;95871514;minus;3
C920021L13Rik;100042889;3;NC_000069.6;95871522;95889093;plus;4
Ciart;229599;3;NC_000069.6;95878500;95882257;minus;6
BC028528;229600;3;NC_000069.6;95883958;95892005;minus;6
Aph1a;226548;3;NC_000069.6;95893921;95898592;plus;7
Car14;23831;3;NC_000069.6;95897768;95905117;minus;12
Gm46815;108168885;3;NC_000069.6;95925875;95929025;minus;3
Anp32e;66471;3;NC_000069.6;95929245;95947387;plus;7
Gm4097;100042898;3;NC_000069.6;95982810;95983604;plus;0
Gm9054;668224;3;NC_000069.6;95985510;95986967;plus;3
Plekho1;67220;3;NC_000069.6;95988809;95999355;minus;6
Vps45;22365;3;NC_000069.6;95999832;96059661;minus;16
Gm30044;102631798;3;NC_000069.6;96098167;96104356;minus;2
Otud7b;229603;3;NC_000069.6;96104504;96161129;plus;15
Mtmr11;194126;3;NC_000069.6;96161949;96171718;plus;17
Sf3b4;107701;3;NC_000069.6;96172506;96177564;plus;6
Gm22027;115486186;3;NC_000069.6;96176361;96176487;plus;1
Sv2a;64051;3;NC_000069.6;96181227;96195183;plus;13
Bola1;69168;3;NC_000069.6;96196583;96198483;minus;3
H2ac21;621893;3;NC_000069.6;96219885;96220354;plus;1
H2ac20;319176;3;NC_000069.6;96220413;96220880;minus;1
H2bc21;319190;3;NC_000069.6;96221072;96223738;plus;1
H3c15;97114;3;NC_000069.6;96238479;96239127;minus;1
H2ac19;319192;3;NC_000069.6;96239779;96240374;minus;1
H2ac18;15267;3;NC_000069.6;96245497;96246052;plus;1
H3c14;15077;3;NC_000069.6;96246685;96247348;plus;1
Gm20627;102631874;3;NC_000069.6;96254621;96257750;minus;3
H4c14;97122;3;NC_000069.6;96262934;96263317;minus;1
H3c13;319154;3;NC_000069.6;96268654;96269155;plus;1
H2bc18;319189;3;NC_000069.6;96269700;96270192;plus;1
Fcgr1;14129;3;NC_000069.6;96282909;96293969;minus;6
n-TNgtt4;102467475;3;NC_000069.6;96322074;96322147;plus;0
Gm24830;115489789;3;NC_000069.6;96328425;96328590;plus;1
n-TVcac10;102467407;3;NC_000069.6;96332740;96332812;plus;0
n-TNgtt5;102467256;3;NC_000069.6;96334615;96334688;minus;0
n-TQctg5;102467292;3;NC_000069.6;96341156;96341227;minus;0
Platr30;100504145;3;NC_000069.6;96345287;96358479;plus;6
n-TEttc3;102467302;3;NC_000069.6;96346675;96346746;plus;0
Gm26553;74690;3;NC_000069.6;96349587;96357108;minus;5
n-TGccc5;102467528;3;NC_000069.6;96351167;96351237;minus;0
Rnu1b1;19844;3;NC_000069.6;96359953;96360117;minus;1
Gm52638;115489744;3;NC_000069.6;96366587;96371676;minus;0
Rnu1b2;19845;3;NC_000069.6;96374021;96374185;plus;1
Gm26689;102632400;3;NC_000069.6;96377033;96384550;plus;4
n-TGccc1;102467307;3;NC_000069.6;96382911;96382981;plus;0
n-TEttc2;102467523;3;NC_000069.6;96387405;96387476;minus;0
n-TQctg4;102467413;3;NC_000069.6;96399059;96399130;minus;0
Gm26654;105244502;3;NC_000069.6;96399872;96402952;plus;3
n-TNgtt10;102467258;3;NC_000069.6;96402218;96402291;plus;0
Pafah1b1-ps1;18473;3;NC_000069.6;96407377;96409464;minus;0
n-THgtg6;102467539;3;NC_000069.6;96410069;96410140;plus;0
Terc;21748;3;NC_000069.6;96414437;96414833;minus;1
Gm24136;115489821;3;NC_000069.6;96422733;96422897;plus;1
n-TGccc6;102467308;3;NC_000069.6;96424033;96424103;minus;0
n-TKctt15;102467347;3;NC_000069.6;96428235;96428307;plus;0
BC107364;329716;3;NC_000069.6;96433788;96454361;minus;7
n-THgtg2;22053;3;NC_000069.6;96435972;96436043;plus;0
Gm26232;102632589;3;NC_000069.6;96449159;96451641;plus;3
LOC115489800;115489800;3;NC_000069.6;96450446;96450611;plus;1
n-TNgtt11;102467478;3;NC_000069.6;96451425;96451498;plus;0
n-THgtg7;102467320;3;NC_000069.6;96452495;96452566;plus;0
Gm9207;668500;3;NC_000069.6;96454540;96455950;minus;0
Gm10685;102632901;3;NC_000069.6;96457260;96466925;plus;3
